time (seconds),strain * 1.e21
0.25004979725,0.000482577553474
0.25011083240625,0.0003430744407868
0.2501718675625,0.0002760189745234
0.25023290271875,0.0002820404899486
0.250293937875,0.0003615077713955
0.25035497303125,0.000514520724598
0.2504160081875,0.0007408910156458
0.25047704334375,0.0010401122999834
0.2505380785,0.0014113225293908
0.25059911365625,0.0018532623526345
0.2506601488125,0.002364234587105
0.25072118396875,0.0029420699883034
0.250782219125,0.0035841040406695
0.25084325428125,0.0042871683073275
0.2509042894375,0.0050475981791445
0.25096532459375,0.0058612569018989
0.25102635975,0.0067235738202861
0.25108739490625,0.0076295931416544
0.2511484300625,0.0085740284284361
0.25120946521875,0.0095513176336158
0.251270500375,0.0105556738521582
0.25133153553125,0.0115811280154918
0.2513925706875,0.0126215613453577
0.25145360584375,0.0136707272679259
0.251514641,0.0147222643857995
0.25157567615625,0.0157697037295455
0.2516367113125,0.0168064746175711
0.25169774646875,0.017825913876293
0.251758781625,0.0188212828461503
0.25181981678125,0.0197857955691752
0.2518808519375,0.0207126599713675
0.25194188709375,0.0215951319513475
0.25200292225,0.0224265803468977
0.25206395740625,0.0232005590605793
0.2521249925625,0.0239108814358171
0.25218602771875,0.0245516914633153
0.252247062875,0.0251175266420937
0.25230809803125,0.0256033682860313
0.2523691331875,0.0260046766152201
0.25243016834375,0.0263174098754979
0.2524912035,0.0265380287107063
0.25255223865625,0.0266634887808052
0.2526132738125,0.0266912259169976
0.25267430896875,0.0266191387444147
0.252735344125,0.0264455735933647
0.25279637928125,0.0261693156824689
0.2528574144375,0.025789589119992
0.25291844959375,0.0253060664510366
0.25297948475,0.0247188865523242
0.25304051990625,0.0240286779332582
0.2531015550625,0.0232365832049495
0.25316259021875,0.0223442798247769
0.253223625375,0.0213539923142992
0.25328466053125,0.0202684919738267
0.2533456956875,0.0190910815592916
0.25340673084375,0.0178255642360014
0.253467766,0.0164761981084578
0.25352880115625,0.0150476394540818
0.2535898363125,0.0135448791923612
0.25365087146875,0.0119731778929943
0.253711906625,0.010338004653451
0.25377294178125,0.0086449844543157
0.2538339769375,0.006899857236615
0.25389501209375,0.0051084501405624
0.25395604725,0.0032766623661792
0.25401708240625,0.0014104602549243
0.2540781175625,-0.0004841212781139
0.25413915271875,-0.0024009756939796
0.254200187875,-0.0043339250232057
0.25426122303125,-0.006276727544009
0.2543222581875,-0.0082230959114215
0.25438329334375,-0.0101667269656031
0.2544443285,-0.0121013425078633
0.25450536365625,-0.0140207384823057
0.2545663988125,-0.0159188385174232
0.25462743396875,-0.0177897468890463
0.254688469125,-0.0196277957999367
0.25474950428125,-0.0214275824604083
0.2548105394375,-0.023183992715005
0.25487157459375,-0.0248922097090837
0.25493260975,-0.0265477080701258
0.25499364490625,-0.0281462360009577
0.2550546800625,-0.0296837892633132
0.25511571521875,-0.0311565820379402
0.255176750375,-0.0325610199339202
0.25523778553125,-0.0338936799436701
0.2552988206875,-0.0351513009724711
0.25535985584375,-0.0363307868856676
0.255420891,-0.0374292220626589
0.25548192615625,-0.0384438975136895
0.2555429613125,-0.0393723439890577
0.25560399646875,-0.0402123674308231
0.255665031625,-0.0409620817431859
0.25572606678125,-0.0416199342434241
0.2557871019375,-0.0421847202417181
0.25584813709375,-0.0426555848223996
0.25590917225,-0.0430320118181784
0.25597020740625,-0.0433138018958536
0.2560312425625,-0.0435010433186141
0.25609227771875,-0.0435940800693803
0.256153312875,-0.0435934824428378
0.25621434803125,-0.0435000248751034
0.2562753831875,-0.0433146747265393
0.25633641834375,-0.0430385941183252
0.2563974535,-0.042673154983677
0.25645848865625,-0.0422199655151325
0.2565195238125,-0.0416809044614482
0.25658055896875,-0.0410581585057587
0.256641594125,-0.0403542574206115
0.25670262928125,-0.0395721019238976
0.2567636644375,-0.0387149801183057
0.25682469959375,-0.0377865699436209
0.25688573475,-0.0367909269770912
0.25694676990625,-0.0357324589003973
0.2570078050625,-0.0346158897195466
0.25706884021875,-0.0334462181155567
0.257129875375,-0.0322286749292853
0.25719091053125,-0.0309686846523814
0.2572519456875,-0.0296718349297492
0.25731298084375,-0.02834385660808
0.257374016,-0.026990615010745
0.25743505115625,-0.0256181111596246
0.2574960863125,-0.0242324898931732
0.25755712146875,-0.0228400505134304
0.257618156625,-0.0214472549318448
0.25767919178125,-0.0200607283769832
0.2577402269375,-0.0186872485667936
0.25780126209375,-0.017333720713714
0.25786229725,-0.0160071376093478
0.25792333240625,-0.0147145260520064
0.2579843675625,-0.0134628827397421
0.25804540271875,-0.0122591041811073
0.258106437875,-0.0111099159665927
0.25816747303125,-0.0100218067806304
0.2582285081875,-0.0090009718135403
0.25828954334375,-0.0080532688630806
0.2583505785,-0.007184188600302
0.25841161365625,-0.0063988384837838
0.2584726488125,-0.0057019379352601
0.25853368396875,-0.0050978209151934
0.258594719125,-0.0045904411769394
0.25865575428125,-0.0041833753591536
0.2587167894375,-0.0038798197141776
0.25877782459375,-0.0036825775687672
0.25883885975,-0.0035940363778031
0.25889989490625,-0.0036161351971114
0.2589609300625,-0.0037503252735172
0.25902196521875,-0.0039975279473913
0.259083000375,-0.0043580949590262
0.25914403553125,-0.004831776407691
0.2592050706875,-0.0054177010028335
0.25926610584375,-0.0061143719557632
0.259327141,-0.00691968007333
0.25938817615625,-0.0078309335921489
0.2594492113125,-0.0088449023274266
0.25951024646875,-0.0099578720905343
0.259571281625,-0.011165704289414
0.25963231678125,-0.0124638953152938
0.2596933519375,-0.0138476307798168
0.25975438709375,-0.0153118308263484
0.25981542225,-0.0168511844224463
0.25987645740625,-0.0184601724945191
0.2599374925625,-0.0201330816980276
0.25999852771875,-0.0218640122382472
0.260059562875,-0.0236468842250912
0.26012059803125,-0.025475447400675
0.2601816331875,-0.0273432986662526
0.26024266834375,-0.0292439107161805
